wl,n,k
755,3.110201,0.030452999999999997
756,3.109313,0.0301
757,3.108429,0.029776999999999998
758,3.107548,0.0294445
759,3.106671,0.0291
760,3.105797,0.0288
761,3.104927,0.0285
762,3.10406,0.0281
763,3.103197,0.0278349
764,3.102336,0.0275
765,3.10148,0.0272
766,3.1006259999999997,0.0269103
767,3.099776,0.0266087
768,3.0989299999999997,0.0263
769,3.098086,0.0260154
770,3.0972459999999997,0.0257235
771,3.096409,0.0254
772,3.095576,0.0251493
773,3.094745,0.0248668
774,3.093918,0.0246
775,3.093094,0.0243111
776,3.092274,0.024
777,3.091456,0.0237674
778,3.090642,0.0235
779,3.08983,0.0232
780,3.089022,0.023
5000,3,0
